"","Date","M","PresidentS","minterm","hm","hmc","ld","popM","popM.li","latentM","instituteM","term","country"
"71",1985-03-15,"1985-03","SARNEY",0,FALSE,0,FALSE,NA,50.075,36.6535393408413,NA,"SARNEY","Brazil"
"72",1985-04-15,"1985-04","SARNEY",1,FALSE,0,FALSE,43.15,43.15,32.3612728436631,"_Multiple","SARNEY","Brazil"
"73",1985-05-15,"1985-05","SARNEY",2,FALSE,0,FALSE,57,57,40.9458058380195,"Gallup","SARNEY","Brazil"
"74",1985-06-15,"1985-06","SARNEY",3,FALSE,0,FALSE,45.2,45.2,40.2210351669774,"Datafolha","SARNEY","Brazil"
"75",1985-07-15,"1985-07","SARNEY",4,FALSE,0,FALSE,NA,45.1,40.3813830885899,NA,"SARNEY","Brazil"
"76",1985-08-15,"1985-08","SARNEY",5,FALSE,0,FALSE,45,45,36.5015657705957,"Gallup","SARNEY","Brazil"
"77",1985-09-15,"1985-09","SARNEY",6,FALSE,0,FALSE,NA,43.2,32.9356071146655,NA,"SARNEY","Brazil"
"78",1985-10-15,"1985-10","SARNEY",7,FALSE,0,FALSE,NA,41.4,32.259023693937,NA,"SARNEY","Brazil"
"79",1985-11-15,"1985-11","SARNEY",8.1,FALSE,0,FALSE,NA,39.6,32.1219563516168,NA,"SARNEY","Brazil"
"80",1985-12-15,"1985-12","SARNEY",9,FALSE,0,FALSE,NA,37.8,32.0922456434034,NA,"SARNEY","Brazil"
"81",1986-01-15,"1986-01","SARNEY",10.1,FALSE,0,FALSE,36,36,29.8719341405416,"Gallup","SARNEY","Brazil"
"82",1986-02-15,"1986-02","SARNEY",11.1,FALSE,0,FALSE,NA,53.5,39.3734271370352,NA,"SARNEY","Brazil"
"83",1986-03-15,"1986-03","SARNEY",12,FALSE,0,FALSE,71,71,40.8136516204797,"IBOPE","SARNEY","Brazil"
"84",1986-04-15,"1986-04","SARNEY",13,FALSE,0,FALSE,81,81,54.6652942328684,"Gallup","SARNEY","Brazil"
"85",1986-05-15,"1986-05","SARNEY",14,FALSE,0,FALSE,NA,78.5,56.6552384812829,NA,"SARNEY","Brazil"
"86",1986-06-15,"1986-06","SARNEY",15,FALSE,0,FALSE,76,76,56.0627567859926,"Gallup","SARNEY","Brazil"
"87",1986-07-15,"1986-07","SARNEY",16,FALSE,0,FALSE,NA,72.6666666666667,53.1055133908285,NA,"SARNEY","Brazil"
"88",1986-08-15,"1986-08","SARNEY",17,FALSE,0,FALSE,NA,69.3333333333333,52.6242240109677,NA,"SARNEY","Brazil"
"89",1986-09-15,"1986-09","SARNEY",18,FALSE,0,FALSE,66,66,50.085140550483,"Gallup","SARNEY","Brazil"
"90",1986-10-15,"1986-10","SARNEY",19,FALSE,0,FALSE,NA,50,40.474612223162,NA,"SARNEY","Brazil"
"91",1986-11-15,"1986-11","SARNEY",20.1,FALSE,0,FALSE,34,34,34.8648807273145,"Datafolha","SARNEY","Brazil"
"92",1986-12-15,"1986-12","SARNEY",21,FALSE,0,FALSE,47,47,36.451007383675,"Gallup","SARNEY","Brazil"
"93",1987-01-15,"1987-01","SARNEY",22.1,FALSE,0,FALSE,NA,36.5,30.5958678861081,NA,"SARNEY","Brazil"
"94",1987-02-15,"1987-02","SARNEY",23.1,FALSE,0,FALSE,26,26,24.4517008258575,"Gallup","SARNEY","Brazil"
"95",1987-03-15,"1987-03","SARNEY",24,FALSE,0,FALSE,32.6,32.6,19.9228836079372,"IBOPE","SARNEY","Brazil"
"96",1987-04-15,"1987-04","SARNEY",25,FALSE,0,FALSE,NA,20.8,11.9176330592252,NA,"SARNEY","Brazil"
"97",1987-05-15,"1987-05","SARNEY",26,FALSE,0,FALSE,9,9,15.2625047830698,"Datafolha","SARNEY","Brazil"
"98",1987-06-15,"1987-06","SARNEY",27,FALSE,0,FALSE,NA,14.525,19.2811634088781,NA,"SARNEY","Brazil"
"99",1987-07-15,"1987-07","SARNEY",28,FALSE,0,FALSE,20.05,20.05,18.6603499814407,"_Multiple","SARNEY","Brazil"
"100",1987-08-15,"1987-08","SARNEY",29,FALSE,0,FALSE,NA,18.975,18.193137257729,NA,"SARNEY","Brazil"
"101",1987-09-15,"1987-09","SARNEY",30,FALSE,0,FALSE,17.9,17.9,17.1680370632459,"_Multiple","SARNEY","Brazil"
"102",1987-10-15,"1987-10","SARNEY",31,FALSE,0,FALSE,NA,14.45,14.6603536254546,NA,"SARNEY","Brazil"
"103",1987-11-15,"1987-11","SARNEY",32.1,FALSE,0,FALSE,11,11,17.0395052393876,"Datafolha","SARNEY","Brazil"
"104",1987-12-15,"1987-12","SARNEY",33,FALSE,0,FALSE,12,12,13.9516498429288,"Gallup","SARNEY","Brazil"
"105",1988-01-15,"1988-01","SARNEY",34.1,FALSE,0,FALSE,NA,11,13.0148088750513,NA,"SARNEY","Brazil"
"106",1988-02-15,"1988-02","SARNEY",35.1,FALSE,0,FALSE,NA,10,12.7852174178452,NA,"SARNEY","Brazil"
"107",1988-03-15,"1988-03","SARNEY",36,FALSE,0,FALSE,9,9,12.2207739154995,"_Multiple","SARNEY","Brazil"
"108",1988-04-15,"1988-04","SARNEY",37.1,FALSE,0,FALSE,NA,9.25,11.6140482482417,NA,"SARNEY","Brazil"
"109",1988-05-15,"1988-05","SARNEY",38,FALSE,0,FALSE,NA,9.5,11.501598455146,NA,"SARNEY","Brazil"
"110",1988-06-15,"1988-06","SARNEY",39.1,FALSE,0,FALSE,NA,9.75,11.4794131984791,NA,"SARNEY","Brazil"
"111",1988-07-15,"1988-07","SARNEY",40,FALSE,0,FALSE,10,10,11.5024984504668,"Gallup","SARNEY","Brazil"
"112",1988-08-15,"1988-08","SARNEY",41.1,FALSE,0,FALSE,NA,11,12.070645593627,NA,"SARNEY","Brazil"
"113",1988-09-15,"1988-09","SARNEY",42.1,FALSE,0,FALSE,12,12,12.6531856761258,"Gallup","SARNEY","Brazil"
"114",1988-10-15,"1988-10","SARNEY",43.1,FALSE,0,FALSE,7,7,13.9127458193832,"Datafolha","SARNEY","Brazil"
"115",1988-11-15,"1988-11","SARNEY",44.1,FALSE,0,FALSE,NA,7.75,14.5618865363564,NA,"SARNEY","Brazil"
"116",1988-12-15,"1988-12","SARNEY",45.1,FALSE,0,FALSE,8.5,8.5,12.5205804996346,"_Multiple","SARNEY","Brazil"
"117",1989-01-15,"1989-01","SARNEY",46.1,FALSE,0,FALSE,NA,11.25,13.0550183855288,NA,"SARNEY","Brazil"
"118",1989-02-15,"1989-02","SARNEY",47.1,FALSE,0,FALSE,14,14,13.9066801243843,"Gallup","SARNEY","Brazil"
"119",1989-03-15,"1989-03","SARNEY",48,FALSE,0,FALSE,9,9,12.4071815846197,"_Multiple","SARNEY","Brazil"
"120",1989-04-15,"1989-04","SARNEY",49.1,FALSE,0,FALSE,13,13,13.6257781332991,"_Multiple","SARNEY","Brazil"
"121",1989-05-15,"1989-05","SARNEY",50,FALSE,0,FALSE,16,16,15.2156979085753,"Gallup","SARNEY","Brazil"
"122",1989-06-15,"1989-06","SARNEY",51.1,FALSE,0,FALSE,NA,12,13.8593527727815,NA,"SARNEY","Brazil"
"123",1989-07-15,"1989-07","SARNEY",52,FALSE,0,FALSE,8,8,9.33110744166109,"IBOPE","SARNEY","Brazil"
"124",1989-08-15,"1989-08","SARNEY",53.1,FALSE,0,FALSE,NA,6.5,7.33877173915568,NA,"SARNEY","Brazil"
"125",1989-09-15,"1989-09","SARNEY",54.1,FALSE,0,FALSE,5,5,11.1497762650088,"Datafolha","SARNEY","Brazil"
"126",1989-10-15,"1989-10","SARNEY",55.1,FALSE,0,FALSE,NA,7,13.2673768450873,NA,"SARNEY","Brazil"
"127",1989-11-15,"1989-11","SARNEY",56.1,FALSE,0,TRUE,9,9,9.68941133136971,"IBOPE","SARNEY","Brazil"
"128",1989-12-15,"1989-12","SARNEY",57.1,FALSE,0,TRUE,NA,10.5,8.36405177415736,NA,"SARNEY","Brazil"
"129",1990-01-15,"1990-01","SARNEY",58.1,FALSE,0,TRUE,12,12,12.4584603442989,"_Multiple","SARNEY","Brazil"
"130",1990-02-15,"1990-02","SARNEY",59.1,FALSE,0,TRUE,12.5,12.5,13.893016612709,"_Multiple","SARNEY","Brazil"
"131",1990-03-15,"1990-03","COLLOR",0,TRUE,6,FALSE,71,71,46.2146622865163,"Datafolha","COLLOR","Brazil"
"132",1990-04-15,"1990-04","COLLOR",1,TRUE,5,FALSE,69,69,50.3964888384026,"Gallup","COLLOR","Brazil"
"133",1990-05-15,"1990-05","COLLOR",2,TRUE,4,FALSE,42,42,36.9420031727601,"Gallup","COLLOR","Brazil"
"134",1990-06-15,"1990-06","COLLOR",3,TRUE,3,FALSE,34.5,34.5,30.659064526435,"_Multiple","COLLOR","Brazil"
"135",1990-07-15,"1990-07","COLLOR",4,TRUE,2,FALSE,NA,35.325,29.5648888765736,NA,"COLLOR","Brazil"
"136",1990-08-15,"1990-08","COLLOR",5,FALSE,1,FALSE,36.15,36.15,29.2466555210379,"_Multiple","COLLOR","Brazil"
"137",1990-09-15,"1990-09","COLLOR",6,FALSE,0,FALSE,34,34,30.4120673885379,"Datafolha","COLLOR","Brazil"
"138",1990-10-15,"1990-10","COLLOR",7,FALSE,0,FALSE,42,42,32.7848531368484,"Gallup","COLLOR","Brazil"
"139",1990-11-15,"1990-11","COLLOR",8.1,FALSE,0,FALSE,NA,35.8,29.9954168430772,NA,"COLLOR","Brazil"
"140",1990-12-15,"1990-12","COLLOR",9,FALSE,0,FALSE,29.6,29.6,24.0112630650217,"IBOPE","COLLOR","Brazil"
"141",1991-01-15,"1991-01","COLLOR",10.1,FALSE,0,FALSE,33,33,26.4361843858892,"Gallup","COLLOR","Brazil"
"142",1991-02-15,"1991-02","COLLOR",11.1,FALSE,0,FALSE,27,27,21.7396598532917,"IBOPE","COLLOR","Brazil"
"143",1991-03-15,"1991-03","COLLOR",12,FALSE,0,FALSE,23,23,23.104777868528,"Datafolha","COLLOR","Brazil"
"144",1991-04-15,"1991-04","COLLOR",13,FALSE,0,FALSE,NA,22.5,23.2101810569076,NA,"COLLOR","Brazil"
"145",1991-05-15,"1991-05","COLLOR",14,FALSE,0,FALSE,22,22,20.7254673968741,"Gallup","COLLOR","Brazil"
"146",1991-06-15,"1991-06","COLLOR",15,FALSE,0,FALSE,NA,22,20.0721630351885,NA,"COLLOR","Brazil"
"147",1991-07-15,"1991-07","COLLOR",16,FALSE,0,FALSE,22,22,19.8991866056118,"Gallup","COLLOR","Brazil"
"148",1991-08-15,"1991-08","COLLOR",17,FALSE,0,FALSE,20.4,20.4,17.0667923298094,"IBOPE","COLLOR","Brazil"
"149",1991-09-15,"1991-09","COLLOR",18,FALSE,0,FALSE,18.5,18.5,17.9304060723,"_Multiple","COLLOR","Brazil"
"150",1991-10-15,"1991-10","COLLOR",19,FALSE,0,FALSE,18,18,17.3262024226426,"Gallup","COLLOR","Brazil"
"151",1991-11-15,"1991-11","COLLOR",20.1,FALSE,0,FALSE,NA,17,16.6393300015269,NA,"COLLOR","Brazil"
"152",1991-12-15,"1991-12","COLLOR",21,FALSE,0,FALSE,16,16,16.0312548235608,"Gallup","COLLOR","Brazil"
"153",1992-01-15,"1992-01","COLLOR",22.1,FALSE,0,FALSE,13.8,13.8,12.9341356703689,"IBOPE","COLLOR","Brazil"
"154",1992-02-15,"1992-02","COLLOR",23.1,FALSE,0,FALSE,15.2,15.2,14.5721904552831,"_Multiple","COLLOR","Brazil"
"155",1992-03-15,"1992-03","COLLOR",24,FALSE,0,FALSE,16,16,16.1300764581238,"_Multiple","COLLOR","Brazil"
"156",1992-04-15,"1992-04","COLLOR",25.1,FALSE,0,FALSE,17.1,17.1,14.7874189053908,"IBOPE","COLLOR","Brazil"
"157",1992-05-15,"1992-05","COLLOR",26,FALSE,0,FALSE,19.6,19.6,17.0866986067508,"_Multiple","COLLOR","Brazil"
"158",1992-06-15,"1992-06","COLLOR",27.1,FALSE,0,FALSE,16,16,16.4709652955414,"Gallup","COLLOR","Brazil"
"159",1992-07-15,"1992-07","COLLOR",28,FALSE,0,FALSE,16,16,16.3400037965,"Gallup","COLLOR","Brazil"
"160",1992-08-15,"1992-08","COLLOR",29.1,FALSE,0,FALSE,11.3,11.3,12.0397794457525,"IBOPE","COLLOR","Brazil"
"161",1992-09-15,"1992-09","COLLOR",30.1,FALSE,0,FALSE,9,9,12.0481242228179,"_Multiple","COLLOR","Brazil"
"162",1992-10-15,"1992-10","FRANCO",0.4,FALSE,0,FALSE,18,18,18.3621318625467,"Datafolha","FRANCO","Brazil"
"163",1992-11-15,"1992-11","FRANCO",1.4,FALSE,0,FALSE,NA,24.5,23.4539877976672,NA,"FRANCO","Brazil"
"164",1992-12-15,"1992-12","FRANCO",2.4,FALSE,0,FALSE,31,31,25.75900228598,"_Multiple","FRANCO","Brazil"
"165",1993-01-15,"1993-01","FRANCO",3.5,FALSE,0,FALSE,NA,33.5,27.4154988987091,NA,"FRANCO","Brazil"
"166",1993-02-15,"1993-02","FRANCO",4.5,FALSE,0,FALSE,36,36,30.5680881089635,"Datafolha","FRANCO","Brazil"
"167",1993-03-15,"1993-03","FRANCO",5.4,FALSE,0,FALSE,22.5,22.5,24.5800787790234,"Datafolha","FRANCO","Brazil"
"168",1993-04-15,"1993-04","FRANCO",6.4,FALSE,0,FALSE,17,17,20.5889735690704,"Datafolha","FRANCO","Brazil"
"169",1993-05-15,"1993-05","FRANCO",7.4,FALSE,0,FALSE,19,19,20.7496960841322,"Datafolha","FRANCO","Brazil"
"170",1993-06-15,"1993-06","FRANCO",8.4,FALSE,0,FALSE,17,17,19.7608660560863,"Datafolha","FRANCO","Brazil"
"171",1993-07-15,"1993-07","FRANCO",9.4,FALSE,0,FALSE,NA,16,19.0222955079357,NA,"FRANCO","Brazil"
"172",1993-08-15,"1993-08","FRANCO",10.4,FALSE,0,FALSE,15,15,18.4099149343475,"Datafolha","FRANCO","Brazil"
"173",1993-09-15,"1993-09","FRANCO",11.4,FALSE,0,FALSE,14.9,14.9,18.206101079672,"Datafolha","FRANCO","Brazil"
"174",1993-10-15,"1993-10","FRANCO",12.4,FALSE,0,FALSE,13,13,13.613978407792,"IBOPE","FRANCO","Brazil"
"175",1993-11-15,"1993-11","FRANCO",13.4,FALSE,0,FALSE,12,12,15.5120923463477,"Datafolha","FRANCO","Brazil"
"176",1993-12-15,"1993-12","FRANCO",14.4,FALSE,0,FALSE,18,18,19.0910639099013,"Datafolha","FRANCO","Brazil"
"177",1994-01-15,"1994-01","FRANCO",15.5,FALSE,0,FALSE,NA,15.4,18.5787332068898,NA,"FRANCO","Brazil"
"178",1994-02-15,"1994-02","FRANCO",16.5,FALSE,0,FALSE,12.8,12.8,13.6546026912547,"IBOPE","FRANCO","Brazil"
"179",1994-03-15,"1994-03","FRANCO",17.4,FALSE,0,FALSE,15,15,17.0491263837268,"Datafolha","FRANCO","Brazil"
"180",1994-04-15,"1994-04","FRANCO",18.4,FALSE,0,FALSE,17.5,17.5,17.6943760856881,"_Multiple","FRANCO","Brazil"
"181",1994-05-15,"1994-05","FRANCO",19.4,FALSE,0,FALSE,NA,21.8333333333333,21.4841516407406,NA,"FRANCO","Brazil"
"182",1994-06-15,"1994-06","FRANCO",20.4,FALSE,0,FALSE,NA,26.1666666666667,22.0808836225722,NA,"FRANCO","Brazil"
"183",1994-07-15,"1994-07","FRANCO",21.4,FALSE,0,FALSE,30.5,30.5,23.0390377976668,"IBOPE","FRANCO","Brazil"
"184",1994-08-15,"1994-08","FRANCO",22.4,FALSE,0,FALSE,37,37,29.9847816279683,"Datafolha","FRANCO","Brazil"
"185",1994-09-15,"1994-09","FRANCO",23.4,FALSE,0,TRUE,32.45,32.45,29.3928631549043,"Datafolha","FRANCO","Brazil"
"186",1994-10-15,"1994-10","FRANCO",24.4,FALSE,0,TRUE,40,40,33.1480748506996,"Datafolha","FRANCO","Brazil"
"187",1994-11-15,"1994-11","FRANCO",25.4,FALSE,0,TRUE,41.9,41.9,31.5073777654757,"IBOPE","FRANCO","Brazil"
"188",1994-12-15,"1994-12","FRANCO",26.4,FALSE,0,TRUE,43.5,43.5,33.6679048959707,"_Multiple","FRANCO","Brazil"
"189",1995-01-15,"1995-01","CARDOSO",0.5,TRUE,5.5,FALSE,35.1,35.1,31.4138590947288,"Datafolha","CARDOSO","Brazil"
"190",1995-02-15,"1995-02","CARDOSO",1.5,TRUE,4.5,FALSE,57,57,40.9976607563747,"Vox","CARDOSO","Brazil"
"191",1995-03-15,"1995-03","CARDOSO",2.4,TRUE,3.6,FALSE,41,41,34.1542500333806,"_Multiple","CARDOSO","Brazil"
"192",1995-04-15,"1995-04","CARDOSO",3.4,TRUE,2.6,FALSE,39,39,31.8775980912416,"Vox","CARDOSO","Brazil"
"193",1995-05-15,"1995-05","CARDOSO",4.4,FALSE,1.6,FALSE,38,38,29.6934030220903,"_Multiple","CARDOSO","Brazil"
"194",1995-06-15,"1995-06","CARDOSO",5.4,FALSE,0.6,FALSE,40.5,40.5,33.140286964934,"_Multiple","CARDOSO","Brazil"
"195",1995-07-15,"1995-07","CARDOSO",6.4,FALSE,0,FALSE,42,42,32.1739851290743,"_Multiple","CARDOSO","Brazil"
"196",1995-08-15,"1995-08","CARDOSO",7.4,FALSE,0,FALSE,39,39,32.2963025140285,"Vox","CARDOSO","Brazil"
"197",1995-09-15,"1995-09","CARDOSO",8.4,FALSE,0,FALSE,41,41,32.6408844716356,"_Multiple","CARDOSO","Brazil"
"198",1995-10-15,"1995-10","CARDOSO",9.4,FALSE,0,FALSE,NA,42,33.7155707456894,NA,"CARDOSO","Brazil"
"199",1995-11-15,"1995-11","CARDOSO",10.5,FALSE,0,FALSE,43,43,32.2664719517415,"IBOPE","CARDOSO","Brazil"
"200",1995-12-15,"1995-12","CARDOSO",11.4,FALSE,0,FALSE,41,41,33.8923029335851,"Datafolha","CARDOSO","Brazil"
"201",1996-01-15,"1996-01","CARDOSO",12.5,FALSE,0,FALSE,NA,41,34.8908687843076,NA,"CARDOSO","Brazil"
"202",1996-02-15,"1996-02","CARDOSO",13.5,FALSE,0,FALSE,41,41,31.634118438504,"IBOPE","CARDOSO","Brazil"
"203",1996-03-15,"1996-03","CARDOSO",14.4,FALSE,0,FALSE,NA,37.5,28.8036599063462,NA,"CARDOSO","Brazil"
"204",1996-04-15,"1996-04","CARDOSO",15.5,FALSE,0,FALSE,NA,34,28.2588191460565,NA,"CARDOSO","Brazil"
"205",1996-05-15,"1996-05","CARDOSO",16.4,FALSE,0,FALSE,30.5,30.5,26.3049124278492,"_Multiple","CARDOSO","Brazil"
"206",1996-06-15,"1996-06","CARDOSO",17.5,FALSE,0,FALSE,30,30,27.0803092612749,"Datafolha","CARDOSO","Brazil"
"207",1996-07-15,"1996-07","CARDOSO",18.4,FALSE,0,FALSE,NA,34,29.9718586672257,NA,"CARDOSO","Brazil"
"208",1996-08-15,"1996-08","CARDOSO",19.5,FALSE,0,FALSE,38,38,28.9319922398026,"IBOPE","CARDOSO","Brazil"
"209",1996-09-15,"1996-09","CARDOSO",20.5,FALSE,0,FALSE,43,43,34.1923637807742,"Datafolha","CARDOSO","Brazil"
"210",1996-10-15,"1996-10","CARDOSO",21.5,FALSE,0,FALSE,NA,44.7,36.9197166393592,NA,"CARDOSO","Brazil"
"211",1996-11-15,"1996-11","CARDOSO",22.5,FALSE,0,FALSE,46.4,46.4,34.7345710006964,"IBOPE","CARDOSO","Brazil"
"212",1996-12-15,"1996-12","CARDOSO",23.5,FALSE,0,FALSE,46.5,46.5,35.9486977071036,"_Multiple","CARDOSO","Brazil"
"213",1997-01-15,"1997-01","CARDOSO",24.5,FALSE,0,FALSE,51,51,36.8729192194181,"IBOPE","CARDOSO","Brazil"
"214",1997-02-15,"1997-02","CARDOSO",25.5,FALSE,0,FALSE,NA,48.75,36.944661694699,NA,"CARDOSO","Brazil"
"215",1997-03-15,"1997-03","CARDOSO",26.4,FALSE,0,FALSE,46.5,46.5,36.6753456432066,"_Multiple","CARDOSO","Brazil"
"216",1997-04-15,"1997-04","CARDOSO",27.5,FALSE,0,FALSE,NA,42.25,32.8788758575465,NA,"CARDOSO","Brazil"
"217",1997-05-15,"1997-05","CARDOSO",28.4,FALSE,0,FALSE,38,38,31.5431542042029,"_Multiple","CARDOSO","Brazil"
"218",1997-06-15,"1997-06","CARDOSO",29.5,FALSE,0,FALSE,39,39,32.7929858634399,"Datafolha","CARDOSO","Brazil"
"219",1997-07-15,"1997-07","CARDOSO",30.4,FALSE,0,FALSE,NA,38.5,33.2813368261687,NA,"CARDOSO","Brazil"
"220",1997-08-15,"1997-08","CARDOSO",31.5,FALSE,0,FALSE,38,38,29.905277731501,"IBOPE","CARDOSO","Brazil"
"221",1997-09-15,"1997-09","CARDOSO",32.5,FALSE,0,FALSE,39.5,39.5,33.7905174254515,"_Multiple","CARDOSO","Brazil"
"222",1997-10-15,"1997-10","CARDOSO",33.5,FALSE,0,FALSE,43,43,32.464477007621,"IBOPE","CARDOSO","Brazil"
"223",1997-11-15,"1997-11","CARDOSO",34.5,FALSE,0,FALSE,NA,40.25,30.5449908531239,NA,"CARDOSO","Brazil"
"224",1997-12-15,"1997-12","CARDOSO",35.5,FALSE,0,FALSE,37.5,37.5,31.6594277978619,"_Multiple","CARDOSO","Brazil"
"225",1998-01-15,"1998-01","CARDOSO",36.5,FALSE,0,FALSE,37.5,37.5,31.1004766817804,"_Multiple","CARDOSO","Brazil"
"226",1998-02-15,"1998-02","CARDOSO",37.5,FALSE,0,FALSE,NA,38,29.7670731195483,NA,"CARDOSO","Brazil"
"227",1998-03-15,"1998-03","CARDOSO",38.4,FALSE,0,FALSE,38.5,38.5,30.7185696751208,"_Multiple","CARDOSO","Brazil"
"228",1998-04-15,"1998-04","CARDOSO",39.5,FALSE,0,FALSE,33,33,30.0650769104953,"_Multiple","CARDOSO","Brazil"
"229",1998-05-15,"1998-05","CARDOSO",40.4,FALSE,0,FALSE,31,31,27.572705095622,"_Multiple","CARDOSO","Brazil"
"230",1998-06-15,"1998-06","CARDOSO",41.5,FALSE,0,FALSE,31,31,27.7497941813351,"_Multiple","CARDOSO","Brazil"
"231",1998-07-15,"1998-07","CARDOSO",42.4,FALSE,0,FALSE,38.3333333333333,38.3333333333333,30.9314413279072,"_Multiple","CARDOSO","Brazil"
"232",1998-08-15,"1998-08","CARDOSO",43.5,FALSE,0,FALSE,39.5,39.5,32.777069264978,"_Multiple","CARDOSO","Brazil"
"233",1998-09-15,"1998-09","CARDOSO",44.5,FALSE,0,FALSE,44,44,35.4570946919859,"_Multiple","CARDOSO","Brazil"
"234",1998-10-15,"1998-10","CARDOSO",45.5,FALSE,0,FALSE,NA,40.5,33.520540894026,NA,"CARDOSO","Brazil"
"235",1998-11-15,"1998-11","CARDOSO",46.5,FALSE,0,FALSE,NA,37,33.2557615419053,NA,"CARDOSO","Brazil"
"236",1998-12-15,"1998-12","CARDOSO",47.5,FALSE,0,FALSE,33.5,33.5,30.9212521112622,"_Multiple","CARDOSO","Brazil"
"237",1999-01-15,"1999-01","CARDOSO",48.5,FALSE,0,FALSE,27,27,26.6565517283103,"Vox","CARDOSO II","Brazil"
"238",1999-02-15,"1999-02","CARDOSO",49.5,FALSE,0,FALSE,21,21,22.4222064562033,"Datafolha","CARDOSO II","Brazil"
"239",1999-03-15,"1999-03","CARDOSO",50.4,FALSE,0,FALSE,19,19,19.0502211394562,"_Multiple","CARDOSO II","Brazil"
"240",1999-04-15,"1999-04","CARDOSO",51.5,FALSE,0,FALSE,17,17,17.3846750351292,"Vox","CARDOSO II","Brazil"
"241",1999-05-15,"1999-05","CARDOSO",52.4,FALSE,0,FALSE,16.5,16.5,16.0468936419122,"_Multiple","CARDOSO II","Brazil"
"242",1999-06-15,"1999-06","CARDOSO",53.5,FALSE,0,FALSE,16,16,17.6193747598221,"Datafolha","CARDOSO II","Brazil"
"243",1999-07-15,"1999-07","CARDOSO",54.4,FALSE,0,FALSE,14,14,15.0369531190968,"_Multiple","CARDOSO II","Brazil"
"244",1999-08-15,"1999-08","CARDOSO",55.5,FALSE,0,FALSE,12,12,13.2483198807546,"Vox","CARDOSO II","Brazil"
"245",1999-09-15,"1999-09","CARDOSO",56.5,FALSE,0,FALSE,12.3333333333333,12.3333333333333,14.3857065521215,"_Multiple","CARDOSO II","Brazil"
"246",1999-10-15,"1999-10","CARDOSO",57.5,FALSE,0,FALSE,8,8,10.5443024604396,"Vox","CARDOSO II","Brazil"
"247",1999-11-15,"1999-11","CARDOSO",58.5,FALSE,0,FALSE,14,14,13.639648388209,"_Multiple","CARDOSO II","Brazil"
"248",1999-12-15,"1999-12","CARDOSO",59.5,FALSE,0,FALSE,14,14,15.9423673309285,"_Multiple","CARDOSO II","Brazil"
"249",2000-01-15,"2000-01","CARDOSO",60.5,FALSE,0,FALSE,16,16,16.1816138927533,"Vox","CARDOSO II","Brazil"
"250",2000-02-15,"2000-02","CARDOSO",61.5,FALSE,0,FALSE,18,18,16.8111820800173,"_Multiple","CARDOSO II","Brazil"
"251",2000-03-15,"2000-03","CARDOSO",62.5,FALSE,0,FALSE,17,17,17.887320172827,"_Multiple","CARDOSO II","Brazil"
"252",2000-04-15,"2000-04","CARDOSO",63.5,FALSE,0,FALSE,14,14,15.3422809278573,"Vox","CARDOSO II","Brazil"
"253",2000-05-15,"2000-05","CARDOSO",64.5,FALSE,0,FALSE,17.5,17.5,16.5313505986281,"_Multiple","CARDOSO II","Brazil"
"254",2000-06-15,"2000-06","CARDOSO",65.5,FALSE,0,FALSE,16,16,17.8154867871779,"_Multiple","CARDOSO II","Brazil"
"255",2000-07-15,"2000-07","CARDOSO",66.5,FALSE,0,FALSE,19,19,18.4931725706328,"Vox","CARDOSO II","Brazil"
"256",2000-08-15,"2000-08","CARDOSO",67.5,FALSE,0,FALSE,19.4,19.4,16.9774624446119,"_Multiple","CARDOSO II","Brazil"
"257",2000-09-15,"2000-09","CARDOSO",68.5,FALSE,0,FALSE,21.1,21.1,17.1682976265122,"Sensus","CARDOSO II","Brazil"
"258",2000-10-15,"2000-10","CARDOSO",69.5,FALSE,0,FALSE,21.8666666666667,21.8666666666667,20.8794334640996,"_Multiple","CARDOSO II","Brazil"
"259",2000-11-15,"2000-11","CARDOSO",70.5,FALSE,0,FALSE,19.1,19.1,17.958314105971,"Sensus","CARDOSO II","Brazil"
"260",2000-12-15,"2000-12","CARDOSO",71.5,FALSE,0,FALSE,24,24,20.9269498878459,"_Multiple","CARDOSO II","Brazil"
"261",2001-01-15,"2001-01","CARDOSO",72.5,FALSE,0,FALSE,25.4,25.4,21.5464875986784,"Sensus","CARDOSO II","Brazil"
"262",2001-02-15,"2001-02","CARDOSO",73.5,FALSE,0,FALSE,26.2,26.2,22.1466842454302,"Sensus","CARDOSO II","Brazil"
"263",2001-03-15,"2001-03","CARDOSO",74.5,FALSE,0,FALSE,28.4333333333333,28.4333333333333,23.3297449405363,"_Multiple","CARDOSO II","Brazil"
"264",2001-04-15,"2001-04","CARDOSO",75.5,FALSE,0,FALSE,29.7,29.7,24.2519440554169,"Sensus","CARDOSO II","Brazil"
"265",2001-05-15,"2001-05","CARDOSO",76.5,FALSE,0,FALSE,22.1,22.1,20.2120744770878,"Sensus","CARDOSO II","Brazil"
"266",2001-06-15,"2001-06","CARDOSO",77.5,FALSE,0,FALSE,18.5666666666667,18.5666666666667,18.6068426569485,"_Multiple","CARDOSO II","Brazil"
"267",2001-07-15,"2001-07","CARDOSO",78.5,FALSE,0,FALSE,19.8,19.8,17.7858860661094,"Sensus","CARDOSO II","Brazil"
"268",2001-08-15,"2001-08","CARDOSO",79.5,FALSE,0,FALSE,21.7,21.7,18.6812787993759,"Sensus","CARDOSO II","Brazil"
