"","Date","M","PresidentS","minterm","hm","hmc","ld","popM","popM.li","latentM","instituteM","term","country"
"500",2020-12-15,"2020-12","BOLSONARO",23.5,FALSE,0,FALSE,36.775,36.775,32.342631511427,"_Multiple","BOLSONARO","Brazil"
"501",2021-01-15,"2021-01","BOLSONARO",24.5,FALSE,0,FALSE,31.9222222222222,31.9222222222222,27.5767704239151,"_Multiple","BOLSONARO","Brazil"
"502",2021-02-15,"2021-02","BOLSONARO",25.5,FALSE,0,FALSE,30.8625,30.8625,25.0024033614434,"_Multiple","BOLSONARO","Brazil"
"503",2021-03-15,"2021-03","BOLSONARO",26.4,FALSE,0,FALSE,28.2777777777778,28.2777777777778,23.7800613387042,"_Multiple","BOLSONARO","Brazil"
"504",2021-04-15,"2021-04","BOLSONARO",27.5,FALSE,0,FALSE,24.75,24.75,17.4710374078751,"_Multiple","BOLSONARO","Brazil"
"505",2021-05-15,"2021-05","BOLSONARO",28.4,FALSE,0,FALSE,26.5833333333333,26.5833333333333,20.0195657476209,"_Multiple","BOLSONARO","Brazil"
"506",2021-06-15,"2021-06","BOLSONARO",29.5,FALSE,0,FALSE,27.2,27.2,20.0025276786024,"_Multiple","BOLSONARO","Brazil"
"507",2021-07-15,"2021-07","BOLSONARO",30.4,FALSE,0,FALSE,24.3333333333333,24.3333333333333,20.0610338622577,"_Multiple","BOLSONARO","Brazil"
"508",2021-08-15,"2021-08","BOLSONARO",31.5,FALSE,0,FALSE,26.4285714285714,26.4285714285714,22.0056341060613,"_Multiple","BOLSONARO","Brazil"
"509",2021-09-15,"2021-09","BOLSONARO",32.5,FALSE,0,FALSE,24,24,18.8849890807139,"_Multiple","BOLSONARO","Brazil"
"510",2021-10-15,"2021-10","BOLSONARO",33.5,FALSE,0,FALSE,24.5,24.5,15.8423738542334,"_Multiple","BOLSONARO","Brazil"
